,Total Population,Median Household Income,Black and Latino/Hispanic,Bachelors Degree or Higher,Associates Degree,Masters Degree,White and Latino/Hispanic,state,county,tract,geometry,building_count,buildings_cat
345,7717,60050,1,838,363,865,124,42,101,035500,"POLYGON ((-75.04148665689428 40.087338900562365, -75.0382336629031 40.089814889576836, -75.03524066818157 40.09209287956062, -75.03516766830798 40.09214887931708, -75.03480666892808 40.09242387811494, -75.03466166917406 40.09253287763358, -75.03072367569442 40.09553086460967, -75.0270306814303 40.098340852534605, -75.0265106822091 40.098736850844794, -75.02392568597006 40.10070284248548, -75.02278768612693 40.100415839625725, -75.02228968618253 40.100276838382214, -75.02208468619773 40.100212837874736, -75.02184068616971 40.10009883729653, -75.01972468505348 40.09834683278183, -75.01887468463558 40.0976378309584, -75.0182316843386 40.097105829571, -75.01656868361243 40.095717825970326, -75.01561468323386 40.09492282389059, -75.01552668321303 40.09486082369092, -75.0175736796322 40.09275483066062, -75.02006467504613 40.090171839230266, -75.02110367309382 40.089116842813766, -75.02154967222165 40.08864584436876, -75.02184467164014 40.08833384539909, -75.0218616716065 40.088315845458524, -75.02201667131187 40.08816184599355, -75.02202767129208 40.08815184603089, -75.02204167126284 40.08813584608067, -75.02253967027863 40.087615847819336, -75.02304366927113 40.08708784958354, -75.02339566855912 40.08671685081928, -75.02399466736534 40.08610785291029, -75.02465166602838 40.08542985521624, -75.02522766482447 40.08482085725295, -75.02642266233678 40.083594861465876, -75.02679366152176 40.08318986279517, -75.02760965979445 40.082361865680205, -75.02784365928595 40.08211786651389, -75.02895065686042 40.08096887046389, -75.02974065681484 40.08139587237199, -75.03047965682255 40.081823874131764, -75.03130965675382 40.08223987615183, -75.0321386567461 40.08268987813904, -75.03382965668875 40.08355088222126, -75.03546865671656 40.08440888614194, -75.03626465671411 40.08480288805726, -75.03749665680331 40.085459890976566, -75.03839865464704 40.084472894272764, -75.03870165500044 40.0848498948187, -75.03910565539377 40.085297895588, -75.03936365557256 40.08553489611735, -75.03950765572846 40.085702896383836, -75.0397196559234 40.08592689679434, -75.04043365644326 40.08658589824939, -75.04087565673105 40.086966899168935, -75.04106565691669 40.08716889953254, -75.04148665689428 40.087338900562365))",0,0
346,5221,47616,0,1206,350,311,141,42,101,035601,"POLYGON ((-75.04756566043883 40.0919209135163, -75.04729766201785 40.09276291206438, -75.04700566415782 40.09393591026871, -75.04673566649433 40.09524090842552, -75.04692666933973 40.09700190745133, -75.04697966997107 40.09739490726144, -75.04711367155264 40.09837790678918, -75.04621067269069 40.09879390399743, -75.04552867355106 40.09911390188725, -75.04359467595334 40.10002389591634, -75.04320867646466 40.10022989470721, -75.04261167718022 40.10050489287496, -75.04241367742232 40.10059989226463, -75.03985568050412 40.10183588439441, -75.03945068098079 40.10203088315261, -75.0385616820204 40.102460880428765, -75.03696768377881 40.1031838755948, -75.03497068603338 40.104163869502266, -75.03439568664481 40.10442886776586, -75.03395568712531 40.104642866429884, -75.03299668816338 40.10511086352103, -75.03255268793619 40.10483386254964, -75.03023368682084 40.103387857449974, -75.02989968666888 40.10317885671249, -75.02970768658422 40.10305985628729, -75.02888168622363 40.10254385445769, -75.02791068583576 40.101949852290794, -75.02763368570938 40.101765851681826, -75.0269656856567 40.10150685007746, -75.02565368575925 40.101142846816884, -75.02555768576954 40.1011178465769, -75.02552468577387 40.101109846493976, -75.02392568597006 40.10070284248548, -75.0265106822091 40.098736850844794, -75.0270306814303 40.098340852534605, -75.03072367569442 40.09553086460967, -75.03466166917406 40.09253287763358, -75.03480666892808 40.09242387811494, -75.03516766830798 40.09214887931708, -75.03524066818157 40.09209287956062, -75.0382336629031 40.089814889576836, -75.04148665689428 40.087338900562365, -75.04166765688369 40.087410901005725, -75.04224065680233 40.0876069024343, -75.04260665677772 40.087747903333074, -75.04371465675008 40.088196906031555, -75.04413765676298 40.08837990705045, -75.04433465679888 40.08848290750984, -75.04568365678891 40.08902191078847, -75.045813657051 40.08923191097094, -75.0460226573788 40.089511911312115, -75.04633865800758 40.090012911760944, -75.04705065934264 40.09108091281645, -75.04746166011623 40.091691913426, -75.04749366017585 40.09173891347381, -75.04754666030706 40.09183591353662, -75.04756566043883 40.0919209135163))",0,0
347,3602,87838,0,545,208,245,259,42,101,035602,"POLYGON ((-75.05431968661175 40.10869291702453, -75.05297368871503 40.10963691263788, -75.0529236887886 40.109669912477074, -75.05213268999796 40.11022190990956, -75.05065669221534 40.11125290513271, -75.04952469387848 40.112042901483, -75.04939069407237 40.11213590105218, -75.04929869420552 40.11219990075634, -75.04854069529912 40.11272989831953, -75.04780369465422 40.112242896811296, -75.04500669266 40.11060089087306, -75.04124369023013 40.1083908827918, -75.04001868949506 40.10766688014171, -75.03983368940123 40.107566879733, -75.03945868921106 40.10736287890486, -75.03884068903565 40.10711287746927, -75.03821368900427 40.106951875937305, -75.03778268903426 40.10687387485767, -75.0371546891893 40.1068328732267, -75.03648468940753 40.106823871459135, -75.03606268949562 40.106784870371754, -75.03564368947542 40.10667286934877, -75.03535868940546 40.10655786868267, -75.03521968936454 40.10649686836144, -75.03475868911741 40.10621686735518, -75.03389568866282 40.105689865469145, -75.03299668816338 40.10511086352103, -75.03395568712531 40.104642866429884, -75.03439568664481 40.10442886776586, -75.03497068603338 40.104163869502266, -75.03696768377881 40.1031838755948, -75.0385616820204 40.102460880428765, -75.03945068098079 40.10203088315261, -75.03985568050412 40.10183588439441, -75.04241367742232 40.10059989226463, -75.04261167718022 40.10050489287496, -75.04320867646466 40.10022989470721, -75.04359467595334 40.10002389591634, -75.04552867355106 40.09911390188725, -75.04621067269069 40.09879390399743, -75.04711367155264 40.09837790678918, -75.04743867224931 40.09888690723403, -75.04763467262003 40.099162907527706, -75.04845267434962 40.1004099086642, -75.04942067628848 40.101795910069725, -75.0496746765953 40.10203791054108, -75.05040267719389 40.1025629120345, -75.05071067748929 40.102806912645754, -75.05095167789528 40.103096913036744, -75.05097267793204 40.10312291307013, -75.0516106790918 40.1039319140644, -75.05187567970745 40.104340914411196, -75.05237068109257 40.105231914943055, -75.05284568212137 40.10590991560502, -75.05305568252855 40.10618091592188, -75.05319068289631 40.10641391607296, -75.05328468318122 40.106591916163886, -75.05351668388631 40.10703091638769, -75.0538086847815 40.107584916666205, -75.05400868572106 40.10814391669526, -75.05431968661175 40.10869291702453))",0,0
348,4758,41182,0,1196,293,172,53,42,101,035701,"POLYGON ((-75.03323668975484 40.106282863267694, -75.03366469003545 40.10658286417377, -75.03372069009811 40.10663986427865, -75.03374569019624 40.106713864288345, -75.03375069029124 40.1067808642504, -75.03365169050872 40.106907863891195, -75.03330269109422 40.10723186272034, -75.03253269247746 40.10802086008614, -75.03221169303092 40.10833785899927, -75.03215869312574 40.108392858817936, -75.03205969328877 40.10848585848666, -75.03189769359554 40.10866685792314, -75.0317396938733 40.108828857384815, -75.03152269422029 40.109027856663616, -75.03039669612993 40.11015685285869, -75.02985069701582 40.110686851032426, -75.02942569776876 40.111150849575566, -75.02919069816224 40.1113928487818, -75.02906569837246 40.11152284835894, -75.0288656986017 40.111652847739954, -75.02857869887556 40.111799846881205, -75.02889269916663 40.11207384750207, -75.02915469931418 40.112230848071874, -75.02927169938175 40.1123018483255, -75.02951569952488 40.11245084885342, -75.02957769965349 40.11255584893798, -75.02959269971423 40.11260284894251, -75.02961369979825 40.11266784894941, -75.0295726999617 40.112779848759764, -75.02953970006968 40.1128528486198, -75.02887870108006 40.11347984643504, -75.02860970151798 40.11375784553075, -75.02827770202774 40.11408084443066, -75.02860970224351 40.11429384513886, -75.02864070225719 40.11430884520852, -75.02886470235853 40.114418845710475, -75.02911770242329 40.1145058463044, -75.02946870238483 40.11453184719766, -75.02955570236104 40.11452784742675, -75.02969370232923 40.114525847786936, -75.02995470221364 40.11448184849792, -75.0300727026687 40.114829848546975, -75.0301607028564 40.114978848665125, -75.02964770342957 40.11532084708082, -75.02945070373653 40.11551684642539, -75.02933470401308 40.11570284598774, -75.02922870439892 40.115970845516, -75.02806070425244 40.11570084268723, -75.02773070417864 40.11559884190592, -75.02722970404076 40.115422840734226, -75.02691870390412 40.11527384003494, -75.0262477035249 40.11488383857323, -75.0246977026608 40.11396483519667, -75.0245837026 40.11389783494719, -75.02303970181329 40.112998831552765, -75.0243046991907 40.11118183613169, -75.02476269825839 40.11055283777639, -75.02513969738092 40.10995583918916, -75.02558369641552 40.109312840813935, -75.02616869518617 40.10850984292865, -75.02623069505636 40.108425843152325, -75.02630369490053 40.10832484341729, -75.02704469244773 40.10665384657784, -75.02770969010993 40.10507984948171, -75.02839468779074 40.103552852418076, -75.02888168622363 40.10254385445769, -75.02970768658422 40.10305985628729, -75.02989968666888 40.10317885671249, -75.03023368682084 40.103387857449974, -75.03255268793619 40.10483386254964, -75.03299668816338 40.10511086352103, -75.03389568866282 40.105689865469145, -75.03323668975484 40.106282863267694))",0,0
349,4330,42101,0,765,296,184,75,42,101,035702,"POLYGON ((-75.04854069529912 40.11272989831953, -75.04744769684916 40.11349289481588, -75.04426170119515 40.115713884666576, -75.04421470125942 40.11574788451651, -75.04385470173288 40.115997883376345, -75.04380570179703 40.11603188322127, -75.04230570374247 40.117078878479305, -75.0390417077847 40.119356868230575, -75.03870770819874 40.11959986717934, -75.0383347086572 40.11987086600687, -75.03828770871145 40.11990286586094, -75.03784070923481 40.120213864468646, -75.03766770914808 40.1201438640805, -75.03649370964808 40.12039086087806, -75.03645070949463 40.12028486085073, -75.03639670937535 40.12020086077796, -75.03634670933175 40.12016786067558, -75.0352037084233 40.1194628582911, -75.03499470825278 40.1193288578579, -75.0343087077172 40.11890085642442, -75.03358170718477 40.11846385488851, -75.0327907066231 40.117991853210135, -75.03200870605758 40.11750885155847, -75.03126170550789 40.11703184998788, -75.03043770496619 40.11654184822325, -75.03005770469765 40.11629884742033, -75.02922870439892 40.115970845516, -75.02933470401308 40.11570284598774, -75.02945070373653 40.11551684642539, -75.02964770342957 40.11532084708082, -75.0301607028564 40.114978848665125, -75.0300727026687 40.114829848546975, -75.02995470221364 40.11448184849792, -75.02969370232923 40.114525847786936, -75.02955570236104 40.11452784742675, -75.02946870238483 40.11453184719766, -75.02911770242329 40.1145058463044, -75.02886470235853 40.114418845710475, -75.02864070225719 40.11430884520852, -75.02860970224351 40.11429384513886, -75.02827770202774 40.11408084443066, -75.02860970151798 40.11375784553075, -75.02887870108006 40.11347984643504, -75.02953970006968 40.1128528486198, -75.0295726999617 40.112779848759764, -75.02961369979825 40.11266784894941, -75.02959269971423 40.11260284894251, -75.02957769965349 40.11255584893798, -75.02951569952488 40.11245084885342, -75.02927169938175 40.1123018483255, -75.02915469931418 40.112230848071874, -75.02889269916663 40.11207384750207, -75.02857869887556 40.111799846881205, -75.0288656986017 40.111652847739954, -75.02906569837246 40.11152284835894, -75.02919069816224 40.1113928487818, -75.02942569776876 40.111150849575566, -75.02985069701582 40.110686851032426, -75.03039669612993 40.11015685285869, -75.03152269422029 40.109027856663616, -75.0317396938733 40.108828857384815, -75.03189769359554 40.10866685792314, -75.03205969328877 40.10848585848666, -75.03215869312574 40.108392858817936, -75.03221169303092 40.10833785899927, -75.03253269247746 40.10802086008614, -75.03330269109422 40.10723186272034, -75.03365169050872 40.106907863891195, -75.03375069029124 40.1067808642504, -75.03374569019624 40.106713864288345, -75.03372069009811 40.10663986427865, -75.03366469003545 40.10658286417377, -75.03323668975484 40.106282863267694, -75.03389568866282 40.105689865469145, -75.03475868911741 40.10621686735518, -75.03521968936454 40.10649686836144, -75.03535868940546 40.10655786868267, -75.03564368947542 40.10667286934877, -75.03606268949562 40.106784870371754, -75.03648468940753 40.106823871459135, -75.0371546891893 40.1068328732267, -75.03778268903426 40.10687387485767, -75.03821368900427 40.106951875937305, -75.03884068903565 40.10711287746927, -75.03945868921106 40.10736287890486, -75.03983368940123 40.107566879733, -75.04001868949506 40.10766688014171, -75.04124369023013 40.1083908827918, -75.04500669266 40.11060089087306, -75.04780369465422 40.112242896811296, -75.04854069529912 40.11272989831953))",0,0
350,6652,62214,0,858,519,468,41,42,101,035800,"POLYGON ((-75.03784070923481 40.120213864468646, -75.03755270956886 40.120413863572836, -75.03363171390683 40.12313085145476, -75.03326171429488 40.12338585031936, -75.03180371580179 40.12439784585167, -75.03165071595663 40.12450384538407, -75.02623172107718 40.12826082895505, -75.02578572146909 40.12857182761325, -75.02512972210592 40.129082825604904, -75.02488972226774 40.12921682490867, -75.02319272093136 40.12821882135238, -75.02203872004871 40.127533818925976, -75.02192971996514 40.12746781869716, -75.02050371890698 40.12661381568879, -75.02046171887423 40.12658681560121, -75.02043071885241 40.12656881553524, -75.02009871859924 40.12635881483997, -75.01775971703101 40.125004809833264, -75.01772271700875 40.124984809752796, -75.01538271551878 40.12359980472238, -75.01578571452433 40.12273680630654, -75.01620071359501 40.121942807880814, -75.01673971246835 40.12099680987593, -75.01800370990948 40.11890981449314, -75.01845570892057 40.11811981618154, -75.01987270696407 40.116663820815205, -75.02050070602203 40.11597582290626, -75.02106170522214 40.115405824748464, -75.02161170443911 40.11485682655178, -75.0219497039086 40.11448382768645, -75.02303970181329 40.112998831552765, -75.0245837026 40.11389783494719, -75.0246977026608 40.11396483519667, -75.0262477035249 40.11488383857323, -75.02691870390412 40.11527384003494, -75.02722970404076 40.115422840734226, -75.02773070417864 40.11559884190592, -75.02806070425244 40.11570084268723, -75.02922870439892 40.115970845516, -75.03005770469765 40.11629884742033, -75.03043770496619 40.11654184822325, -75.03126170550789 40.11703184998788, -75.03200870605758 40.11750885155847, -75.0327907066231 40.117991853210135, -75.03358170718477 40.11846385488851, -75.0343087077172 40.11890085642442, -75.03499470825278 40.1193288578579, -75.0352037084233 40.1194628582911, -75.03634670933175 40.12016786067558, -75.03639670937535 40.12020086077796, -75.03645070949463 40.12028486085073, -75.03649370964808 40.12039086087806, -75.03766770914808 40.1201438640805, -75.03784070923481 40.120213864468646))",0,0
351,5352,55287,0,911,350,190,107,42,101,035900,"POLYGON ((-75.02839468779074 40.103552852418076, -75.02770969010993 40.10507984948171, -75.02704469244773 40.10665384657784, -75.02630369490053 40.10832484341729, -75.02623069505636 40.108425843152325, -75.02616869518617 40.10850984292865, -75.02558369641552 40.109312840813935, -75.02513969738092 40.10995583918916, -75.02476269825839 40.11055283777639, -75.0243046991907 40.11118183613169, -75.02303970181329 40.112998831552765, -75.0219497039086 40.11448382768645, -75.02161170443911 40.11485682655178, -75.02106170522214 40.115405824748464, -75.02050070602203 40.11597582290626, -75.01987270696407 40.116663820815205, -75.01845570892057 40.11811981618154, -75.01800370990948 40.11890981449314, -75.01673971246835 40.12099680987593, -75.01620071359501 40.121942807880814, -75.01578571452433 40.12273680630654, -75.01538271551878 40.12359980472238, -75.0142987148645 40.122955802379515, -75.01314671420623 40.12228079987393, -75.01182971345818 40.12148179701428, -75.01125971315932 40.12114879576451, -75.01045171275233 40.120681793985625, -75.00910571206529 40.1198657910346, -75.00871071185742 40.11961279017409, -75.00784071147149 40.11911578823825, -75.00698971107961 40.118599786357, -75.00683071058997 40.11807278625961, -75.00675771040294 40.1178687861921, -75.00593970880357 40.11606478514023, -75.00543970780481 40.11491278451669, -75.00538970771098 40.114802784450895, -75.01026670286822 40.11108079940306, -75.01234470061843 40.10950180584028, -75.01402469871701 40.10822681107431, -75.01561869684193 40.10701581606662, -75.01705969508704 40.105919820601855, -75.01721769489144 40.105799821100234, -75.0176066944064 40.105503822328686, -75.0181436937309 40.105095824026535, -75.01862169312453 40.10473382553942, -75.02008469122597 40.103621830186356, -75.02080869026443 40.103070832494204, -75.02392568597006 40.10070284248548, -75.02552468577387 40.101109846493976, -75.02555768576954 40.1011178465769, -75.02565368575925 40.101142846816884, -75.0269656856567 40.10150685007746, -75.02763368570938 40.101765851681826, -75.02791068583576 40.101949852290794, -75.02888168622363 40.10254385445769, -75.02839468779074 40.103552852418076))",0,0
352,3512,58068,7,736,227,272,63,42,101,036000,"POLYGON ((-75.02392568597006 40.10070284248548, -75.02080869026443 40.103070832494204, -75.02008469122597 40.103621830186356, -75.01862169312453 40.10473382553942, -75.0181436937309 40.105095824026535, -75.0176066944064 40.105503822328686, -75.01721769489144 40.105799821100234, -75.01705969508704 40.105919820601855, -75.01561869684193 40.10701581606662, -75.01402469871701 40.10822681107431, -75.01234470061843 40.10950180584028, -75.01026670286822 40.11108079940306, -75.00538970771098 40.114802784450895, -75.0049797069506 40.113902783907626, -75.00355270447595 40.110847781935696, -75.00341870454656 40.11088478156314, -75.00313870468598 40.11095378078961, -75.00294270476034 40.11097678026262, -75.00260270484777 40.11097077937448, -75.00241270490503 40.110976778872896, -75.00210370504888 40.11104377802506, -75.00095770566415 40.11139377482675, -74.99939870728694 40.11013177289463, -74.99803571187738 40.10895777331058, -74.99779271268835 40.10873177339808, -74.9971227149692 40.1081517736207, -74.99812571029751 40.10747477416968, -74.99918870528383 40.1067147747585, -75.00179469973719 40.10493078063389, -75.00262169891491 40.10436378315454, -75.00312569840527 40.1040177846939, -75.00339169813257 40.10383378550804, -75.00366269784608 40.10363878634242, -75.0051056963244 40.10263779077507, -75.00639969493564 40.10175979475419, -75.00796769317644 40.100672799609214, -75.00863969240903 40.100211801693696, -75.00869869234162 40.10017180187661, -75.00938269154962 40.099703804002004, -75.00939769153342 40.099694804047886, -75.00978869107296 40.099424805266246, -75.0116466888311 40.098138811076105, -75.0122476880997 40.09773381295508, -75.01254168772604 40.097523813882844, -75.01272568749157 40.09739281446362, -75.01415468548919 40.09623681907311, -75.01431968521288 40.096065819630724, -75.01472968456628 40.0956808209922, -75.01514968388408 40.09527382239712, -75.01552668321303 40.09486082369092, -75.01561468323386 40.09492282389059, -75.01656868361243 40.095717825970326, -75.0182316843386 40.097105829571, -75.01887468463558 40.0976378309584, -75.01972468505348 40.09834683278183, -75.02184068616971 40.10009883729653, -75.02208468619773 40.100212837874736, -75.02228968618253 40.100276838382214, -75.02278768612693 40.100415839625725, -75.02392568597006 40.10070284248548))",0,0
353,3978,60341,120,314,326,155,82,42,101,036100,"POLYGON ((-75.00179469973719 40.10493078063389, -74.99918870528383 40.1067147747585, -74.99812571029751 40.10747477416968, -74.9971227149692 40.1081517736207, -74.99695471554448 40.10800777367705, -74.99682671598234 40.1078967737211, -74.9966867164614 40.10777477377, -74.99639371746703 40.1075207738728, -74.994706723357 40.10612077445928, -74.99443672427546 40.105853774584276, -74.99232273178616 40.1040847754151, -74.99219773223354 40.10397877546775, -74.99204273278926 40.103847775533175, -74.99003274004187 40.10211777644343, -74.98891674414838 40.101195776956665, -74.98807174725228 40.100449777393315, -74.98767474873068 40.100118777589984, -74.98762274892366 40.10007377761709, -74.9866727524806 40.099278778102686, -74.9858117557278 40.09855777855779, -74.98463676019395 40.097570779203586, -74.98431176143728 40.0972987793861, -74.98410376222408 40.09710577951768, -74.98001977816197 40.093712781977985, -74.98019977730732 40.09357378208526, -74.98059877539126 40.09322878234929, -74.98184676937052 40.09215878314831, -74.98207276828067 40.09197578328172, -74.98211276808729 40.0919427833057, -74.9823837667789 40.091724783463185, -74.98292276411055 40.091180783854135, -74.9830387635279 40.091050783946955, -74.98351576113417 40.090530784314396, -74.98376875987523 40.09028078448817, -74.98417875784764 40.08990678474417, -74.98518175387547 40.09073178411306, -74.98643374894867 40.09174378336384, -74.98741974510732 40.09255078278695, -74.98909273866148 40.093928781843175, -74.99126273046922 40.0957787806558, -74.99468471771056 40.098514779076886, -74.99546271488043 40.099166778729334, -74.9965717109126 40.100139778228076, -74.99723670857422 40.10075077792319, -74.99816370534276 40.10160677751098, -74.99838370461285 40.101849777393234, -74.99873070352905 40.102309777166816, -74.99900870258035 40.10257677704475, -74.99980269979879 40.103236776761754, -75.00133869950949 40.10447277967536, -75.00136469957734 40.10456177969509, -75.00149469962984 40.10467877997609, -75.00164369968091 40.10480178030413, -75.00179469973719 40.10493078063389))",0,0
354,5195,62794,0,812,310,227,303,42,101,036201,"POLYGON ((-74.99434670656343 40.08168178934839, -74.99165671998396 40.08322378871993, -74.99048872576783 40.083898788414444, -74.99015372739484 40.08405278834963, -74.98956873022692 40.08431478823827, -74.98907773260231 40.0845387881394, -74.98877373408868 40.08470478805853, -74.98845873565318 40.08491778794577, -74.98763673978692 40.08557378757564, -74.9870637426684 40.08604978729748, -74.98681374395261 40.086306787139875, -74.98657474522017 40.08662178693943, -74.98612974760857 40.08726778651983, -74.98584774911946 40.08768178624733, -74.98526575233412 40.088724785542084, -74.98503175359589 40.08910178528502, -74.98495375400039 40.089200785218, -74.98491075422406 40.089256785179956, -74.98487575440687 40.08930378514794, -74.98465575551496 40.089529784995825, -74.98442575665544 40.08973778485604, -74.98417875784764 40.08990678474417, -74.9835387603966 40.0893777851585, -74.98215776595475 40.08826678605564, -74.9819647667607 40.0881587861483, -74.981759767633 40.088073786224854, -74.98156376847957 40.08801578628085, -74.98148976879978 40.08799478630138, -74.98119677009214 40.087958786347215, -74.98059977274114 40.087914786418864, -74.98057377277793 40.087754786543115, -74.98053277286763 40.08756578669069, -74.98036577335782 40.08704278710394, -74.98020577385795 40.08659778745852, -74.98016477395225 40.086413787603576, -74.98015677391136 40.08625678772523, -74.9801787737353 40.0860997878444, -74.98021677348348 40.085935787967486, -74.98029477303564 40.085740788110755, -74.98040277245171 40.085545788250975, -74.9811577684382 40.084359789083315, -74.98129376770952 40.08414178923442, -74.98142576696566 40.083860789432954, -74.9815447662817 40.083583789629095, -74.98162076580239 40.083325789815156, -74.9816857653922 40.08310578997343, -74.98174776496045 40.082818790182195, -74.98180576445485 40.08235579052345, -74.98181176422774 40.08197179081154, -74.9817897641327 40.08159479109809, -74.98173776417794 40.081221791386, -74.98170176416161 40.080870791655464, -74.98168876408839 40.080613791851, -74.98170376387321 40.080331792061266, -74.98176876339686 40.079991792307474, -74.98192476231142 40.07929279280849, -74.98207376125765 40.07859979330373, -74.98226076003164 40.077922793778, -74.9824857586241 40.07724679424168, -74.982681757485 40.076828794515954, -74.98286075646085 40.0764817947391, -74.98313975490892 40.07603079501788, -74.98342675334227 40.07562979525551, -74.98404175005867 40.07492679564236, -74.98431774860113 40.07464879578567, -74.98462974695084 40.07433579594468, -74.98489974575944 40.07448079578214, -74.98498574538016 40.07452679573068, -74.98541274350004 40.07475679547537, -74.98574774201774 40.074920795288264, -74.98599274092247 40.075019795166966, -74.98628373960432 40.07510679504507, -74.98656873831835 40.075198794921505, -74.98688473691321 40.075332794762936, -74.98716073571991 40.075502794588566, -74.98738073478017 40.07565479443896, -74.98756673401319 40.075825794283844, -74.98827073111667 40.07646679370746, -74.98884972874731 40.07699479324046, -74.98913772755616 40.077231793027906, -74.9892177272252 40.07729679296969, -74.9900017240197 40.077975792377664, -74.99118071922392 40.07897979152093, -74.99175971688449 40.07947279110998, -74.99434670656343 40.08168178934839))",0,0
355,6171,77740,0,1036,250,368,206,42,101,036202,"POLYGON ((-74.98431774860113 40.07464879578567, -74.98404175005867 40.07492679564236, -74.98342675334227 40.07562979525551, -74.98313975490892 40.07603079501788, -74.98286075646085 40.0764817947391, -74.982681757485 40.076828794515954, -74.9824857586241 40.07724679424168, -74.98226076003164 40.077922793778, -74.98207376125765 40.07859979330373, -74.98192476231142 40.07929279280849, -74.98176876339686 40.079991792307474, -74.98170376387321 40.080331792061266, -74.98168876408839 40.080613791851, -74.98170176416161 40.080870791655464, -74.98173776417794 40.081221791386, -74.9817897641327 40.08159479109809, -74.98181176422774 40.08197179081154, -74.98180576445485 40.08235579052345, -74.98174776496045 40.082818790182195, -74.9816857653922 40.08310578997343, -74.98162076580239 40.083325789815156, -74.9815447662817 40.083583789629095, -74.98142576696566 40.083860789432954, -74.98129376770952 40.08414178923442, -74.9811577684382 40.084359789083315, -74.98040277245171 40.085545788250975, -74.98029477303564 40.085740788110755, -74.98021677348348 40.085935787967486, -74.9801787737353 40.0860997878444, -74.98015677391136 40.08625678772523, -74.98016477395225 40.086413787603576, -74.98020577385795 40.08659778745852, -74.98036577335782 40.08704278710394, -74.98053277286763 40.08756578669069, -74.98057377277793 40.087754786543115, -74.98059977274114 40.087914786418864, -74.98119677009214 40.087958786347215, -74.98148976879978 40.08799478630138, -74.98156376847957 40.08801578628085, -74.981759767633 40.088073786224854, -74.9819647667607 40.0881587861483, -74.98215776595475 40.08826678605564, -74.9835387603966 40.0893777851585, -74.98417875784764 40.08990678474417, -74.98376875987523 40.09028078448817, -74.98351576113417 40.090530784314396, -74.9830387635279 40.091050783946955, -74.98292276411055 40.091180783854135, -74.9823837667789 40.091724783463185, -74.98211276808729 40.0919427833057, -74.98207276828067 40.09197578328172, -74.98184676937052 40.09215878314831, -74.98059877539126 40.09322878234929, -74.98019977730732 40.09357378208526, -74.98001977816197 40.093712781977985, -74.97824378524687 40.092229783151026, -74.97803378609113 40.09205478329336, -74.97719078948643 40.091335783886315, -74.97693079054962 40.09114078405036, -74.97614179378672 40.09054778455614, -74.97532379716074 40.08993278509179, -74.97521779759957 40.08985378516146, -74.97335080539406 40.088503786384244, -74.972257810003 40.087722787118366, -74.97165981253154 40.08727678754435, -74.9716098127425 40.08723678758258, -74.97194381112644 40.086891787856416, -74.97376180207748 40.08453478970523, -74.97527679442435 40.08258779115815, -74.97562079267207 40.082146791477925, -74.9758187916597 40.08188979166303, -74.97604079055152 40.0816717918119, -74.97629678928584 40.08145479195421, -74.97724878449975 40.080506792585794, -74.97744178349252 40.08023979277131, -74.9776827822003 40.07983479305852, -74.97792278080226 40.07919179353312, -74.978245778892 40.078282794200945, -74.97883277551321 40.076888795195025, -74.97935177254827 40.075755795981024, -74.97985176970529 40.074733796671914, -74.98035876680069 40.07369179736513, -74.98097976319774 40.072377798226746, -74.98117176208501 40.07198579847859, -74.9816027601976 40.07230779813085, -74.98287475465874 40.07326179712002, -74.98317275335853 40.073468796899306, -74.98365575124618 40.07378679655732, -74.98462974695084 40.07433579594468, -74.98431774860113 40.07464879578567))",0,0
